id,comparison_group,family,model,metric,value,unit,direction,population,split,horizon_ps,seeds,evidence,source,path,evidence_text,caveat,sha256
relaxed-vicreg-24fits-058,relaxed-vicreg-24fits,pretrained_mace,Anchor plus temporal residual,frozen_ridge_balanced_tda_mse,0.03119,dimensionless,lower,MEAM relaxed topology held-out sources,test,present,3,local_report,repo,experiments/mace_vicreg_relaxed_20260910/RESULTS_20260911.md,| Anchor plus temporal residual | 0.063844 ± 0.021265 | 0.031190 ± 0.000385 |,Balanced H0/H1/H2 MSE; checkpoint selected by combined loss. Standard deviations in source are not confidence intervals.,536beec6f3f844d8d0a3e327917da3b6f1b059d78c401cbb4974827a66d3bf7f
relaxed-vicreg-24fits-059,relaxed-vicreg-24fits,pretrained_mace,Atom-level matched anchor control,frozen_ridge_balanced_tda_mse,0.032833,dimensionless,lower,MEAM relaxed topology held-out sources,test,present,3,local_report,repo,experiments/mace_vicreg_relaxed_20260910/RESULTS_20260911.md,| Atom-level matched anchor control | 0.058160 ± 0.009631 | 0.032833 ± 0.000188 |,Balanced H0/H1/H2 MSE; checkpoint selected by combined loss. Standard deviations in source are not confidence intervals.,536beec6f3f844d8d0a3e327917da3b6f1b059d78c401cbb4974827a66d3bf7f
relaxed-vicreg-24fits-060,relaxed-vicreg-24fits,pretrained_mace,Atom-level temporal attention,frozen_ridge_balanced_tda_mse,0.030542,dimensionless,lower,MEAM relaxed topology held-out sources,test,present,3,local_report,repo,experiments/mace_vicreg_relaxed_20260910/RESULTS_20260911.md,| Atom-level temporal attention | 0.073185 ± 0.013753 | 0.030542 ± 0.000708 |,Balanced H0/H1/H2 MSE; checkpoint selected by combined loss. Standard deviations in source are not confidence intervals.,536beec6f3f844d8d0a3e327917da3b6f1b059d78c401cbb4974827a66d3bf7f
frozen-local-maps-061,frozen-local-maps,frozen_maps,"Inner PCA, 16 dimensions",reported_change_over_0.75ps,0.5676,producer normalization,lower,6 reused development-test trajectories,reused test,0.75,not a seed sweep,local_report,repo,experiments/mace_local_state_20260915/RESULTS.md,"| Inner PCA, 16 dimensions | 0.5676 | 0.2054 | 0.1888 | 0.0547 | 0.0341 | 35.02% |",Frozen features transformed; smoothness improves at cost of topology; protocol discarded.,5ee4a23e8e370017857cb01d1e7f2e71aa435f704f39b365b628b28334895aa0
frozen-local-maps-062,frozen-local-maps,frozen_maps,"Inner PCA, 16 dimensions",instantaneous_tda_error,0.0547,producer scaled MSE,lower,6 reused development-test trajectories,reused test,0.75,not a seed sweep,local_report,repo,experiments/mace_local_state_20260915/RESULTS.md,"| Inner PCA, 16 dimensions | 0.5676 | 0.2054 | 0.1888 | 0.0547 | 0.0341 | 35.02% |",Frozen features transformed; smoothness improves at cost of topology; protocol discarded.,5ee4a23e8e370017857cb01d1e7f2e71aa435f704f39b365b628b28334895aa0
frozen-local-maps-063,frozen-local-maps,frozen_maps,"Inner PCA, 16 dimensions",physical_neighbor_recall,35.02,percent,higher,6 reused development-test trajectories,reused test,0.75,not a seed sweep,local_report,repo,experiments/mace_local_state_20260915/RESULTS.md,"| Inner PCA, 16 dimensions | 0.5676 | 0.2054 | 0.1888 | 0.0547 | 0.0341 | 35.02% |",Frozen features transformed; smoothness improves at cost of topology; protocol discarded.,5ee4a23e8e370017857cb01d1e7f2e71aa435f704f39b365b628b28334895aa0
frozen-local-maps-064,frozen-local-maps,frozen_maps,"Inner physical, 10 dimensions",reported_change_over_0.75ps,0.1712,producer normalization,lower,6 reused development-test trajectories,reused test,0.75,not a seed sweep,local_report,repo,experiments/mace_local_state_20260915/RESULTS.md,"| Inner physical, 10 dimensions | 0.1712 | 0.1060 | 0.1372 | 0.1397 | 0.0396 | 45.87% |",Frozen features transformed; smoothness improves at cost of topology; protocol discarded.,5ee4a23e8e370017857cb01d1e7f2e71aa435f704f39b365b628b28334895aa0
frozen-local-maps-065,frozen-local-maps,frozen_maps,"Inner physical, 10 dimensions",instantaneous_tda_error,0.1397,producer scaled MSE,lower,6 reused development-test trajectories,reused test,0.75,not a seed sweep,local_report,repo,experiments/mace_local_state_20260915/RESULTS.md,"| Inner physical, 10 dimensions | 0.1712 | 0.1060 | 0.1372 | 0.1397 | 0.0396 | 45.87% |",Frozen features transformed; smoothness improves at cost of topology; protocol discarded.,5ee4a23e8e370017857cb01d1e7f2e71aa435f704f39b365b628b28334895aa0
frozen-local-maps-066,frozen-local-maps,frozen_maps,"Inner physical, 10 dimensions",physical_neighbor_recall,45.87,percent,higher,6 reused development-test trajectories,reused test,0.75,not a seed sweep,local_report,repo,experiments/mace_local_state_20260915/RESULTS.md,"| Inner physical, 10 dimensions | 0.1712 | 0.1060 | 0.1372 | 0.1397 | 0.0396 | 45.87% |",Frozen features transformed; smoothness improves at cost of topology; protocol discarded.,5ee4a23e8e370017857cb01d1e7f2e71aa435f704f39b365b628b28334895aa0
frozen-local-maps-067,frozen-local-maps,frozen_maps,"Existing projector PCA, 16 dimensions",reported_change_over_0.75ps,0.1562,producer normalization,lower,6 reused development-test trajectories,reused test,0.75,not a seed sweep,local_report,repo,experiments/mace_local_state_20260915/RESULTS.md,"| Existing projector PCA, 16 dimensions | 0.1562 | 0.0995 | 0.1477 | 0.1261 | 0.0350 | 38.92% |",Frozen features transformed; smoothness improves at cost of topology; protocol discarded.,5ee4a23e8e370017857cb01d1e7f2e71aa435f704f39b365b628b28334895aa0
frozen-local-maps-068,frozen-local-maps,frozen_maps,"Existing projector PCA, 16 dimensions",instantaneous_tda_error,0.1261,producer scaled MSE,lower,6 reused development-test trajectories,reused test,0.75,not a seed sweep,local_report,repo,experiments/mace_local_state_20260915/RESULTS.md,"| Existing projector PCA, 16 dimensions | 0.1562 | 0.0995 | 0.1477 | 0.1261 | 0.0350 | 38.92% |",Frozen features transformed; smoothness improves at cost of topology; protocol discarded.,5ee4a23e8e370017857cb01d1e7f2e71aa435f704f39b365b628b28334895aa0
frozen-local-maps-069,frozen-local-maps,frozen_maps,"Existing projector PCA, 16 dimensions",physical_neighbor_recall,38.92,percent,higher,6 reused development-test trajectories,reused test,0.75,not a seed sweep,local_report,repo,experiments/mace_local_state_20260915/RESULTS.md,"| Existing projector PCA, 16 dimensions | 0.1562 | 0.0995 | 0.1477 | 0.1261 | 0.0350 | 38.92% |",Frozen features transformed; smoothness improves at cost of topology; protocol discarded.,5ee4a23e8e370017857cb01d1e7f2e71aa435f704f39b365b628b28334895aa0
causal-h200-width-070,causal-h200-width,causal_mace,Current positions and velocities,width16_future_mse,0.4009,standardized block MSE,lower,17 low-order test sources,test reported,9,3,remote_summary_only,repo,output/predictive_memory/research-summary-20260917/RESULTS.md,| Current positions and velocities | 0.4009 | 0.4028 |,H200 raw per-source exports unavailable; source intervals reported qualitatively; width16/32 are separate models.,2f95dbea61f9974c2c5058f75153039fca4e116c420e099c99b0ea0f0f1cbe5c
causal-h200-width-071,causal-h200-width,causal_mace,Current positions and velocities,width32_future_mse,0.4028,standardized block MSE,lower,17 low-order test sources,test reported,9,3,remote_summary_only,repo,output/predictive_memory/research-summary-20260917/RESULTS.md,| Current positions and velocities | 0.4009 | 0.4028 |,H200 raw per-source exports unavailable; source intervals reported qualitatively; width16/32 are separate models.,2f95dbea61f9974c2c5058f75153039fca4e116c420e099c99b0ea0f0f1cbe5c
causal-h200-width-072,causal-h200-width,causal_mace,Real 2.25 ps history,width16_future_mse,0.399,standardized block MSE,lower,17 low-order test sources,test reported,9,3,remote_summary_only,repo,output/predictive_memory/research-summary-20260917/RESULTS.md,| Real 2.25 ps history | 0.3990 | **0.3946** |,H200 raw per-source exports unavailable; source intervals reported qualitatively; width16/32 are separate models.,2f95dbea61f9974c2c5058f75153039fca4e116c420e099c99b0ea0f0f1cbe5c
causal-h200-width-073,causal-h200-width,causal_mace,Real 2.25 ps history,width32_future_mse,0.3946,standardized block MSE,lower,17 low-order test sources,test reported,9,3,remote_summary_only,repo,output/predictive_memory/research-summary-20260917/RESULTS.md,| Real 2.25 ps history | 0.3990 | **0.3946** |,H200 raw per-source exports unavailable; source intervals reported qualitatively; width16/32 are separate models.,2f95dbea61f9974c2c5058f75153039fca4e116c420e099c99b0ea0f0f1cbe5c
causal-h200-width-074,causal-h200-width,causal_mace,Repeated current frame,width16_future_mse,0.3963,standardized block MSE,lower,17 low-order test sources,test reported,9,3,remote_summary_only,repo,output/predictive_memory/research-summary-20260917/RESULTS.md,| Repeated current frame | **0.3963** | 0.4056 |,H200 raw per-source exports unavailable; source intervals reported qualitatively; width16/32 are separate models.,2f95dbea61f9974c2c5058f75153039fca4e116c420e099c99b0ea0f0f1cbe5c
causal-h200-width-075,causal-h200-width,causal_mace,Repeated current frame,width32_future_mse,0.4056,standardized block MSE,lower,17 low-order test sources,test reported,9,3,remote_summary_only,repo,output/predictive_memory/research-summary-20260917/RESULTS.md,| Repeated current frame | **0.3963** | 0.4056 |,H200 raw per-source exports unavailable; source intervals reported qualitatively; width16/32 are separate models.,2f95dbea61f9974c2c5058f75153039fca4e116c420e099c99b0ea0f0f1cbe5c
memory-h200-width-076,memory-h200-width,predictive_memory,Current positions and velocities,width32_joint_path_nll,0.9354,nats per coordinate per lag,lower,30 test sources,test reported,"joint .75,3,12,48,96",2,remote_summary_only,repo,output/predictive_memory/research-summary-20260917/RESULTS.md,| Current positions and velocities | **0.9247** | 0.9354 |,H200 raw exports unavailable; 3000-update comparison; not event NLL.,2f95dbea61f9974c2c5058f75153039fca4e116c420e099c99b0ea0f0f1cbe5c
memory-h200-width-077,memory-h200-width,predictive_memory,12 ps history,width32_joint_path_nll,0.9369,nats per coordinate per lag,lower,30 test sources,test reported,"joint .75,3,12,48,96",2,remote_summary_only,repo,output/predictive_memory/research-summary-20260917/RESULTS.md,| 12 ps history | **0.9254** | 0.9369 |,H200 raw exports unavailable; 3000-update comparison; not event NLL.,2f95dbea61f9974c2c5058f75153039fca4e116c420e099c99b0ea0f0f1cbe5c
memory-h200-width-078,memory-h200-width,predictive_memory,48 ps history,width32_joint_path_nll,0.9302,nats per coordinate per lag,lower,30 test sources,test reported,"joint .75,3,12,48,96",2,remote_summary_only,repo,output/predictive_memory/research-summary-20260917/RESULTS.md,| 48 ps history | **0.9256** | 0.9302 |,H200 raw exports unavailable; 3000-update comparison; not event NLL.,2f95dbea61f9974c2c5058f75153039fca4e116c420e099c99b0ea0f0f1cbe5c
memory-h200-width-079,memory-h200-width,predictive_memory,Repeated current frame,width32_joint_path_nll,0.9405,nats per coordinate per lag,lower,30 test sources,test reported,"joint .75,3,12,48,96",2,remote_summary_only,repo,output/predictive_memory/research-summary-20260917/RESULTS.md,| Repeated current frame | **0.9236** | 0.9405 |,H200 raw exports unavailable; 3000-update comparison; not event NLL.,2f95dbea61f9974c2c5058f75153039fca4e116c420e099c99b0ea0f0f1cbe5c
local-physical-backbone-080,local-physical-backbone,local_predictability,"Current packet, ridge",future_physical_mse,0.72644,standardized coordinate MSE,lower,matched all-state native test windows,reused test,"mean .75,3,9,12,48,96",1,local_report,repo,output/local_predictability/research-summary-20260917/RESULTS.md,"| Current packet, ridge | — | 0.72644 | 0.71822 | **0.78219** |",2048 batch-eight updates; native head; does not isolate architecture from optimization.,54a377711a8cf9833c56e45f1548c2a4d13d13dbd14f87456e0b9bbc9f7908e7
local-physical-backbone-081,local-physical-backbone,local_predictability,"Current packet, ridge",9ps_future_physical_mse,0.71822,standardized coordinate MSE,lower,matched all-state native test windows,reused test,"mean .75,3,9,12,48,96",1,local_report,repo,output/local_predictability/research-summary-20260917/RESULTS.md,"| Current packet, ridge | — | 0.72644 | 0.71822 | **0.78219** |",2048 batch-eight updates; native head; does not isolate architecture from optimization.,54a377711a8cf9833c56e45f1548c2a4d13d13dbd14f87456e0b9bbc9f7908e7
local-physical-backbone-082,local-physical-backbone,local_predictability,"Packet history12, ridge",future_physical_mse,0.71961,standardized coordinate MSE,lower,matched all-state native test windows,reused test,"mean .75,3,9,12,48,96",1,local_report,repo,output/local_predictability/research-summary-20260917/RESULTS.md,"| Packet history12, ridge | — | **0.71961** | **0.70817** | 0.78540 |",2048 batch-eight updates; native head; does not isolate architecture from optimization.,54a377711a8cf9833c56e45f1548c2a4d13d13dbd14f87456e0b9bbc9f7908e7
local-physical-backbone-083,local-physical-backbone,local_predictability,"Packet history12, ridge",9ps_future_physical_mse,0.70817,standardized coordinate MSE,lower,matched all-state native test windows,reused test,"mean .75,3,9,12,48,96",1,local_report,repo,output/local_predictability/research-summary-20260917/RESULTS.md,"| Packet history12, ridge | — | **0.71961** | **0.70817** | 0.78540 |",2048 batch-eight updates; native head; does not isolate architecture from optimization.,54a377711a8cf9833c56e45f1548c2a4d13d13dbd14f87456e0b9bbc9f7908e7
local-physical-backbone-084,local-physical-backbone,local_predictability,"MACE snapshot, H100",future_physical_mse,0.79993,standardized coordinate MSE,lower,matched all-state native test windows,reused test,"mean .75,3,9,12,48,96",1,local_report,repo,output/local_predictability/research-summary-20260917/RESULTS.md,"| MACE snapshot, H100 | **0.53652** | 0.79993 | 0.79848 | 0.81619 |",2048 batch-eight updates; native head; does not isolate architecture from optimization.,54a377711a8cf9833c56e45f1548c2a4d13d13dbd14f87456e0b9bbc9f7908e7
local-physical-backbone-085,local-physical-backbone,local_predictability,"MACE snapshot, H100",9ps_future_physical_mse,0.79848,standardized coordinate MSE,lower,matched all-state native test windows,reused test,"mean .75,3,9,12,48,96",1,local_report,repo,output/local_predictability/research-summary-20260917/RESULTS.md,"| MACE snapshot, H100 | **0.53652** | 0.79993 | 0.79848 | 0.81619 |",2048 batch-eight updates; native head; does not isolate architecture from optimization.,54a377711a8cf9833c56e45f1548c2a4d13d13dbd14f87456e0b9bbc9f7908e7
local-physical-backbone-086,local-physical-backbone,local_predictability,"GATr snapshot, H100",future_physical_mse,0.8564,standardized coordinate MSE,lower,matched all-state native test windows,reused test,"mean .75,3,9,12,48,96",1,local_report,repo,output/local_predictability/research-summary-20260917/RESULTS.md,"| GATr snapshot, H100 | 0.71389 | 0.85640 | 0.86317 | 0.84973 |",2048 batch-eight updates; native head; does not isolate architecture from optimization.,54a377711a8cf9833c56e45f1548c2a4d13d13dbd14f87456e0b9bbc9f7908e7
local-physical-backbone-087,local-physical-backbone,local_predictability,"GATr snapshot, H100",9ps_future_physical_mse,0.86317,standardized coordinate MSE,lower,matched all-state native test windows,reused test,"mean .75,3,9,12,48,96",1,local_report,repo,output/local_predictability/research-summary-20260917/RESULTS.md,"| GATr snapshot, H100 | 0.71389 | 0.85640 | 0.86317 | 0.84973 |",2048 batch-eight updates; native head; does not isolate architecture from optimization.,54a377711a8cf9833c56e45f1548c2a4d13d13dbd14f87456e0b9bbc9f7908e7
local-native-onset-088,local-native-onset,local_predictability,"MACE snapshot, native head",joint_event_nll,1.10252,nats per at-risk example,lower,matched native at-risk test grid,reused test,9,1,local_report,repo,output/local_predictability/research-summary-20260917/RESULTS.md,"| MACE snapshot, native head | 1.10252 | 0.0405 |",Native heads and fresh probes are different training procedures; compare within readout; no final H200 test.,54a377711a8cf9833c56e45f1548c2a4d13d13dbd14f87456e0b9bbc9f7908e7
local-native-onset-089,local-native-onset,local_predictability,"MACE snapshot, native head",9ps_average_precision,0.0405,fraction,higher,matched native at-risk test grid,reused test,9,1,local_report,repo,output/local_predictability/research-summary-20260917/RESULTS.md,"| MACE snapshot, native head | 1.10252 | 0.0405 |",Native heads and fresh probes are different training procedures; compare within readout; no final H200 test.,54a377711a8cf9833c56e45f1548c2a4d13d13dbd14f87456e0b9bbc9f7908e7
local-native-onset-090,local-native-onset,local_predictability,"MACE history12, native head",joint_event_nll,1.10246,nats per at-risk example,lower,matched native at-risk test grid,reused test,9,1,local_report,repo,output/local_predictability/research-summary-20260917/RESULTS.md,"| MACE history12, native head | 1.10246 | 0.0405 |",Native heads and fresh probes are different training procedures; compare within readout; no final H200 test.,54a377711a8cf9833c56e45f1548c2a4d13d13dbd14f87456e0b9bbc9f7908e7
local-native-onset-091,local-native-onset,local_predictability,"MACE history12, native head",9ps_average_precision,0.0405,fraction,higher,matched native at-risk test grid,reused test,9,1,local_report,repo,output/local_predictability/research-summary-20260917/RESULTS.md,"| MACE history12, native head | 1.10246 | 0.0405 |",Native heads and fresh probes are different training procedures; compare within readout; no final H200 test.,54a377711a8cf9833c56e45f1548c2a4d13d13dbd14f87456e0b9bbc9f7908e7
local-native-onset-092,local-native-onset,local_predictability,"MACE repeat12, native head",joint_event_nll,1.10253,nats per at-risk example,lower,matched native at-risk test grid,reused test,9,1,local_report,repo,output/local_predictability/research-summary-20260917/RESULTS.md,"| MACE repeat12, native head | 1.10253 | 0.0405 |",Native heads and fresh probes are different training procedures; compare within readout; no final H200 test.,54a377711a8cf9833c56e45f1548c2a4d13d13dbd14f87456e0b9bbc9f7908e7
local-native-onset-093,local-native-onset,local_predictability,"MACE repeat12, native head",9ps_average_precision,0.0405,fraction,higher,matched native at-risk test grid,reused test,9,1,local_report,repo,output/local_predictability/research-summary-20260917/RESULTS.md,"| MACE repeat12, native head | 1.10253 | 0.0405 |",Native heads and fresh probes are different training procedures; compare within readout; no final H200 test.,54a377711a8cf9833c56e45f1548c2a4d13d13dbd14f87456e0b9bbc9f7908e7
local-native-onset-094,local-native-onset,local_predictability,"MACE snapshot, fresh nonlinear readout",joint_event_nll,1.09367,nats per at-risk example,lower,matched native at-risk test grid,reused test,9,1,local_report,repo,output/local_predictability/research-summary-20260917/RESULTS.md,"| MACE snapshot, fresh nonlinear readout | 1.09367 | 0.0772 |",Native heads and fresh probes are different training procedures; compare within readout; no final H200 test.,54a377711a8cf9833c56e45f1548c2a4d13d13dbd14f87456e0b9bbc9f7908e7
local-native-onset-095,local-native-onset,local_predictability,"MACE snapshot, fresh nonlinear readout",9ps_average_precision,0.0772,fraction,higher,matched native at-risk test grid,reused test,9,1,local_report,repo,output/local_predictability/research-summary-20260917/RESULTS.md,"| MACE snapshot, fresh nonlinear readout | 1.09367 | 0.0772 |",Native heads and fresh probes are different training procedures; compare within readout; no final H200 test.,54a377711a8cf9833c56e45f1548c2a4d13d13dbd14f87456e0b9bbc9f7908e7
local-native-onset-096,local-native-onset,local_predictability,"MACE history12, fresh nonlinear readout",joint_event_nll,1.09411,nats per at-risk example,lower,matched native at-risk test grid,reused test,9,1,local_report,repo,output/local_predictability/research-summary-20260917/RESULTS.md,"| MACE history12, fresh nonlinear readout | 1.09411 | 0.0777 |",Native heads and fresh probes are different training procedures; compare within readout; no final H200 test.,54a377711a8cf9833c56e45f1548c2a4d13d13dbd14f87456e0b9bbc9f7908e7
local-native-onset-097,local-native-onset,local_predictability,"MACE history12, fresh nonlinear readout",9ps_average_precision,0.0777,fraction,higher,matched native at-risk test grid,reused test,9,1,local_report,repo,output/local_predictability/research-summary-20260917/RESULTS.md,"| MACE history12, fresh nonlinear readout | 1.09411 | 0.0777 |",Native heads and fresh probes are different training procedures; compare within readout; no final H200 test.,54a377711a8cf9833c56e45f1548c2a4d13d13dbd14f87456e0b9bbc9f7908e7
local-native-onset-098,local-native-onset,local_predictability,"GATr snapshot, native head",joint_event_nll,1.10336,nats per at-risk example,lower,matched native at-risk test grid,reused test,9,1,local_report,repo,output/local_predictability/research-summary-20260917/RESULTS.md,"| GATr snapshot, native head | 1.10336 | 0.0362 |",Native heads and fresh probes are different training procedures; compare within readout; no final H200 test.,54a377711a8cf9833c56e45f1548c2a4d13d13dbd14f87456e0b9bbc9f7908e7
local-native-onset-099,local-native-onset,local_predictability,"GATr snapshot, native head",9ps_average_precision,0.0362,fraction,higher,matched native at-risk test grid,reused test,9,1,local_report,repo,output/local_predictability/research-summary-20260917/RESULTS.md,"| GATr snapshot, native head | 1.10336 | 0.0362 |",Native heads and fresh probes are different training procedures; compare within readout; no final H200 test.,54a377711a8cf9833c56e45f1548c2a4d13d13dbd14f87456e0b9bbc9f7908e7
local-native-onset-100,local-native-onset,local_predictability,"GATr history12, native head",joint_event_nll,1.0975,nats per at-risk example,lower,matched native at-risk test grid,reused test,9,1,local_report,repo,output/local_predictability/research-summary-20260917/RESULTS.md,"| GATr history12, native head | 1.09750 | 0.0369 |",Native heads and fresh probes are different training procedures; compare within readout; no final H200 test.,54a377711a8cf9833c56e45f1548c2a4d13d13dbd14f87456e0b9bbc9f7908e7
local-native-onset-101,local-native-onset,local_predictability,"GATr history12, native head",9ps_average_precision,0.0369,fraction,higher,matched native at-risk test grid,reused test,9,1,local_report,repo,output/local_predictability/research-summary-20260917/RESULTS.md,"| GATr history12, native head | 1.09750 | 0.0369 |",Native heads and fresh probes are different training procedures; compare within readout; no final H200 test.,54a377711a8cf9833c56e45f1548c2a4d13d13dbd14f87456e0b9bbc9f7908e7
local-native-onset-102,local-native-onset,local_predictability,"GATr repeat12, native head",joint_event_nll,1.09556,nats per at-risk example,lower,matched native at-risk test grid,reused test,9,1,local_report,repo,output/local_predictability/research-summary-20260917/RESULTS.md,"| GATr repeat12, native head | 1.09556 | 0.0364 |",Native heads and fresh probes are different training procedures; compare within readout; no final H200 test.,54a377711a8cf9833c56e45f1548c2a4d13d13dbd14f87456e0b9bbc9f7908e7
local-native-onset-103,local-native-onset,local_predictability,"GATr repeat12, native head",9ps_average_precision,0.0364,fraction,higher,matched native at-risk test grid,reused test,9,1,local_report,repo,output/local_predictability/research-summary-20260917/RESULTS.md,"| GATr repeat12, native head | 1.09556 | 0.0364 |",Native heads and fresh probes are different training procedures; compare within readout; no final H200 test.,54a377711a8cf9833c56e45f1548c2a4d13d13dbd14f87456e0b9bbc9f7908e7
bcr-audit-104,bcr-audit,bcr,BCR final / fresh decoder,noise_mse_reduction_vs_initial,3.07,percent,higher,independent molten Al roots; noise/d0=.12,development,none,1,local_report,repo,experiments/bcr_followup_20260922/RESULTS.md,3.07% lower with the final trained encoder,Better denoising conditioning does not establish geometry retention.,e38599d73b888a97d49d7a9221be12f7547ad5b208b4b805ed28575e297f158a
bcr-audit-105,bcr-audit,bcr,BCR final / original decoder,noise_mse_reduction_vs_constant,0.166,percent,higher,independent molten Al roots; noise/d0=.12,development,none,1,local_report,repo,experiments/bcr_followup_20260922/RESULTS.md,0.166% noise-MSE reduction,Optimized constant nearly reproduces original decoder; not mutual information.,e38599d73b888a97d49d7a9221be12f7547ad5b208b4b805ed28575e297f158a
bcr-audit-106,bcr-audit,bcr,BCR final / exported code,radial_rmse_increase,31.5,percent,lower,original melt assay,development,present,1,local_report,repo,experiments/bcr_followup_20260922/RESULTS.md,+31.5% on the original melt assay,All development roots worsen; fresh probes and transfer confirm concern.,e38599d73b888a97d49d7a9221be12f7547ad5b208b4b805ed28575e297f158a
distance-future-factorial-107,distance-future-factorial,structural_state,Geometry + current order,mlp_ap_seed20260923,0.13952,fraction,higher,643 at-risk windows;18 positive windows;15 roots,reused development,12,two encoder seeds; one probe seed,local_report,repo,output/structural_state/future-metric-20260923/RESULTS.md,| Geometry + current order | 0.13952 | 0.03248 |,Geometry+current-order common baseline; seed20260924 MLP selected constant step0 in all arms.,44cee02df784c8dd21f1d751e5a1c03156d9dfcc562249df6fe23c25b7b53ef2
distance-future-factorial-108,distance-future-factorial,structural_state,Geometry + current order,mlp_ap_seed20260924,0.03248,fraction,higher,643 at-risk windows;18 positive windows;15 roots,reused development,12,two encoder seeds; one probe seed,local_report,repo,output/structural_state/future-metric-20260923/RESULTS.md,| Geometry + current order | 0.13952 | 0.03248 |,Geometry+current-order common baseline; seed20260924 MLP selected constant step0 in all arms.,44cee02df784c8dd21f1d751e5a1c03156d9dfcc562249df6fe23c25b7b53ef2
distance-future-factorial-109,distance-future-factorial,structural_state,+ Distance,mlp_ap_seed20260923,0.13976,fraction,higher,643 at-risk windows;18 positive windows;15 roots,reused development,12,two encoder seeds; one probe seed,local_report,repo,output/structural_state/future-metric-20260923/RESULTS.md,| + Distance | 0.13976 | 0.03248 |,Geometry+current-order common baseline; seed20260924 MLP selected constant step0 in all arms.,44cee02df784c8dd21f1d751e5a1c03156d9dfcc562249df6fe23c25b7b53ef2
distance-future-factorial-110,distance-future-factorial,structural_state,+ Distance,mlp_ap_seed20260924,0.03248,fraction,higher,643 at-risk windows;18 positive windows;15 roots,reused development,12,two encoder seeds; one probe seed,local_report,repo,output/structural_state/future-metric-20260923/RESULTS.md,| + Distance | 0.13976 | 0.03248 |,Geometry+current-order common baseline; seed20260924 MLP selected constant step0 in all arms.,44cee02df784c8dd21f1d751e5a1c03156d9dfcc562249df6fe23c25b7b53ef2
distance-future-factorial-111,distance-future-factorial,structural_state,+ Future,mlp_ap_seed20260923,0.13761,fraction,higher,643 at-risk windows;18 positive windows;15 roots,reused development,12,two encoder seeds; one probe seed,local_report,repo,output/structural_state/future-metric-20260923/RESULTS.md,| + Future | 0.13761 | 0.03248 |,Geometry+current-order common baseline; seed20260924 MLP selected constant step0 in all arms.,44cee02df784c8dd21f1d751e5a1c03156d9dfcc562249df6fe23c25b7b53ef2
distance-future-factorial-112,distance-future-factorial,structural_state,+ Future,mlp_ap_seed20260924,0.03248,fraction,higher,643 at-risk windows;18 positive windows;15 roots,reused development,12,two encoder seeds; one probe seed,local_report,repo,output/structural_state/future-metric-20260923/RESULTS.md,| + Future | 0.13761 | 0.03248 |,Geometry+current-order common baseline; seed20260924 MLP selected constant step0 in all arms.,44cee02df784c8dd21f1d751e5a1c03156d9dfcc562249df6fe23c25b7b53ef2
distance-future-factorial-113,distance-future-factorial,structural_state,+ Both,mlp_ap_seed20260923,0.13687,fraction,higher,643 at-risk windows;18 positive windows;15 roots,reused development,12,two encoder seeds; one probe seed,local_report,repo,output/structural_state/future-metric-20260923/RESULTS.md,| + Both | 0.13687 | 0.03248 |,Geometry+current-order common baseline; seed20260924 MLP selected constant step0 in all arms.,44cee02df784c8dd21f1d751e5a1c03156d9dfcc562249df6fe23c25b7b53ef2
distance-future-factorial-114,distance-future-factorial,structural_state,+ Both,mlp_ap_seed20260924,0.03248,fraction,higher,643 at-risk windows;18 positive windows;15 roots,reused development,12,two encoder seeds; one probe seed,local_report,repo,output/structural_state/future-metric-20260923/RESULTS.md,| + Both | 0.13687 | 0.03248 |,Geometry+current-order common baseline; seed20260924 MLP selected constant step0 in all arms.,44cee02df784c8dd21f1d751e5a1c03156d9dfcc562249df6fe23c25b7b53ef2
structural-state-repaired-115,structural-state-repaired,structural_state,A: observed geometry,nonlinear_average_precision,0.1521,fraction,higher,643 at-risk windows;18 positive windows;15 roots,reused development,12,1,local_report,repo,output/structural_state/repaired-review-20260923/README.md,| A: observed geometry | 0.1521 | 0.03325 | 4/18 | 21.5% | 7.59% | 8.69% |,Same five tuning roots select probe and threshold; relaxed input changes observation contract; AP gain vs fixed descriptors unresolved.,4030fa67b0bfb67c6740261dd16b73885ab8d68f455fe5755c291f7c258ec828
structural-state-repaired-116,structural-state-repaired,structural_state,A: observed geometry,nonlinear_brier,0.03325,squared probability error,lower,643 at-risk windows;18 positive windows;15 roots,reused development,12,1,local_report,repo,output/structural_state/repaired-review-20260923/README.md,| A: observed geometry | 0.1521 | 0.03325 | 4/18 | 21.5% | 7.59% | 8.69% |,Same five tuning roots select probe and threshold; relaxed input changes observation contract; AP gain vs fixed descriptors unresolved.,4030fa67b0bfb67c6740261dd16b73885ab8d68f455fe5755c291f7c258ec828
structural-state-repaired-117,structural-state-repaired,structural_state,A: observed geometry,nonlinear_false_positive_rate,7.59,percent,lower,643 at-risk windows;18 positive windows;15 roots,reused development,12,1,local_report,repo,output/structural_state/repaired-review-20260923/README.md,| A: observed geometry | 0.1521 | 0.03325 | 4/18 | 21.5% | 7.59% | 8.69% |,Same five tuning roots select probe and threshold; relaxed input changes observation contract; AP gain vs fixed descriptors unresolved.,4030fa67b0bfb67c6740261dd16b73885ab8d68f455fe5755c291f7c258ec828
