trajectory_id,independent_parent_id,potential,undercooling_temperature_K,melt_temperature_K,protocol,history_dtype,history_time_range_ps,melt_precision,melt_time_ps,melt_exists,historical_role,previous_model_selection_exposure,eligible_split,path,melt_sha256,validation_sha256,melt_input_sha256,pilot_split
903,independent_melt_553888770,Lee2003 Al 2NN-MEAM,400.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,selection,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_019_T400_model_selection_melt553888770_velocity496143316,d55bb0854d01ce75872f4377ee1dd7a75a3f36f25b3acd4c79ae6c3c840f3bb5,c2bf27cecea0f27f726416571c3804d6a9db24f82209cfe2bcba6970a6e82d40,2638f4ca88effe856dd2a0dc5a0b96c93858b910450e12fdca258f38455f73f7,
904,independent_melt_550189933,Lee2003 Al 2NN-MEAM,400.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,calibration,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_020_T400_model_selection_melt550189933_velocity371260937,afbdab8bef3bf151eac1406cf30deb634ae7b362f2fcfe3c7261b4ab54d51e91,728a4f1cd893b59c82bc4fe55370a3cfe4b43b2c7e4d97878fd0180a9546a22e,73c81b3aedc2016a9861390462244d836917899ed19bae63c3aff4fe11f70127,
905,independent_melt_8461095,Lee2003 Al 2NN-MEAM,400.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,calibration,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_021_T400_model_selection_melt8461095_velocity199324450,d9c10e62f1418f3e2c0e398448edcaecfef7f67e70918536a1326c7070c8a8e5,c135ea7abd573078841751fb8d612f68d10321be9202f3a117314f2785374adf,6266cbc0a8ebc2a58932174fcfc7da345358354a9387e34b12ebc4b5ffde80c0,
906,independent_melt_197585375,Lee2003 Al 2NN-MEAM,400.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,selection,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_022_T400_model_selection_melt197585375_velocity233216864,60198389f3be1290c183d516b30b980d30dc1547585f4bceff0da1def8ba1f47,e2d864597dc064948e15b0ab28d9b0f736d8f98d40ba74c385f694bc34b69e88,cb1759c0b9c06322f887953c0fbda39c03f0809e902934ab7d3a7cc2b69cae6d,
907,independent_melt_135035943,Lee2003 Al 2NN-MEAM,400.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,calibration,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_023_T400_model_selection_melt135035943_velocity328731876,70c05103ce752eb374d157be9006b81148d11a6913e26e39b815ef6dbca70521,ba647030909a28f2da498941785b0111f88999fd981d679f5f3b00915ebdf7ce,7d94aece8c0ca95f0677819534617fe7e1460144e001c9f0a62cd1a63233baf8,
908,independent_melt_648618511,Lee2003 Al 2NN-MEAM,400.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,test,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_024_T400_final_validation_melt648618511_velocity749822684,92d72ca49c7f4311a75bdeda946cb86c1eb8bd8bca7c3b471c3d4c4bc22035a4,829b4ed647aa292034fca77a29e1546d776cc2ad53a96ac3eec718d007d815bc,856984b84d04d283360dd985d9a768b1fd443643a8584a7e713586ed827293b0,
909,independent_melt_760589119,Lee2003 Al 2NN-MEAM,400.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,test,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_025_T400_final_validation_melt760589119_velocity212176498,54238138fff083235540d361f222994efb4014418b30f6300679bc6adfc15ce6,b8aae79964ea0ff833a92fc86bff6c60ed904a9908afcf7212d4cce49dc2cb65,542ce632e4acaec455a117342e9671bea33cc9d9df2be647ee68d3f5232d44be,
910,independent_melt_383124119,Lee2003 Al 2NN-MEAM,400.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,test,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_026_T400_final_validation_melt383124119_velocity163531985,f18d8dd7df3bb5ba9021c53440b11e259a8106bf9402ef888e1e9590e28ae01e,24322e8609e62f99e28d5d7cb3b6bb16c239751a86cdbe128ad5835af417e709,36e00d39e6fc75b9ab16422acd43bd588b26b80610e89ce5d4643c23732a8094,
911,independent_melt_361693553,Lee2003 Al 2NN-MEAM,400.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,test,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_027_T400_final_validation_melt361693553_velocity360119458,2ea72996865f3aa4f2cc22b904fbaf5f64695cf887282ca6752fdfb8a4ed5754,07862acdeeabc56a7be80d8c646dcccb19607a476da35dac9bd4e31c41113176,082576c13c5a45db845b6a1b11605ea697ad954b6fa1822549b7c600cb32def1,
912,independent_melt_699880964,Lee2003 Al 2NN-MEAM,400.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,test,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_028_T400_final_validation_melt699880964_velocity457723800,6ae4e61d344d750e4f6f62871afa6bdeae92fe9c41f57834ab2bf9b238a6df5b,48bbdd7782a5d18d05585388faa4b8b4b5398d58fdab8227874024accfb52ee2,7af6dc78117fb66cb6fb551f8abdac5a2f8665cb131c5916d5e61c800b08e344,
913,independent_melt_827953021,Lee2003 Al 2NN-MEAM,400.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,test,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_029_T400_final_validation_melt827953021_velocity11340456,825fd42703cf20290b716c0d54e6b3083979ec629975c1d12d028d11fbd3b45d,e420ed91c25b785053ea46c791af42e69e8dec042d75f016cb147be473e06d64,3e3cd2a2a5a0054a7d5dfbd1a75d173fd126d313e39bf83201b1409667035159,
914,independent_melt_607972874,Lee2003 Al 2NN-MEAM,450.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_030_T450_optimization_melt607972874_velocity268518899,97d8c3ac24b17e07f4ce60df4bd3e14353ae09d4b0538cef8ac5d75796237e55,7bd633a9311b11ff9f0182c2250cd746a1bafe2d3bcdc16975e0ad3e3ecbfcf7,8f140c61c45fa759e5ea2610d610b309f0cd39e7302a028241359238431a84a0,
915,independent_melt_522035807,Lee2003 Al 2NN-MEAM,450.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_031_T450_optimization_melt522035807_velocity10275995,6e2955258aabb9afe234f0aa6651cdbf177748d540c4ebe361665f3c30495ece,0e0f08e7c193c50dca277542dbcac3fc5760ebb9f35561e214096169c384aa0a,3965094292b6c1d8f1f9e1b45e896d6d64352abeb47371a9b8242e6269ae32b0,
916,independent_melt_884700972,Lee2003 Al 2NN-MEAM,450.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_032_T450_optimization_melt884700972_velocity640059919,fa1ea91be8d77ca351ca4cff14c83555a9468f644d6b4c1e14b3e17b1af59405,cb36a1ff317744aa3a8c5146812a64c87642fe26955d731b152dbaf46e703b3d,73d14ec881764bdbac395931aaf203ff2e5e4154e4bcb2a059c6a3beec702e52,
917,independent_melt_134462729,Lee2003 Al 2NN-MEAM,450.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_033_T450_optimization_melt134462729_velocity225335578,dec676fdb3db4722a65675a94bf45961b4d6525254bcc2dfc7bb2c4c9e28e2a0,f70bb6c0dd9e2abcdc333cb9ec418948fe18ce46d567f8d19b35f15a80f24d53,abb8d6fc279f83ac9b96f74424aac96707a4d5885782320436b0ebdaa70a84aa,
918,independent_melt_147978527,Lee2003 Al 2NN-MEAM,450.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_034_T450_optimization_melt147978527_velocity388842215,2acaa1f327f78fa02b415da65e4ea36c6efa096f7d474b68c3c2c274811baad5,80fb4be8c210504f23815831831a00388da5f6c4c25ee37b51e28c3b167375a2,8c2241d33b28891be801ff09180be98697102acec3fb8adc0f178044273a10ae,
919,independent_melt_700628451,Lee2003 Al 2NN-MEAM,450.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_035_T450_optimization_melt700628451_velocity337737036,da6af4db53800a497c989c96d7f617444c93b0f21655f6da4e35f9771c70ed7e,ce366f275fefdc181540804ccc59b7793f0e6486803666a39561595a75613620,0da04ed62a97fa4717024fb8565e94c155ee9a935b91155c8a1be381c5f869b3,
920,independent_melt_843445030,Lee2003 Al 2NN-MEAM,450.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_036_T450_optimization_melt843445030_velocity476021957,a1202aa4a68150e4a562bace439d9f6329bd6a08f309b869752ee50de5beb2e4,516b40cd12a697cfd4d6bfe741973354e65be5a1fae061c9c6b2baaa556cf471,732e94b859dc5b40b939c906dc52bfa2f172a110a62278bb3d530c0cc166f199,
921,independent_melt_446448988,Lee2003 Al 2NN-MEAM,450.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_037_T450_optimization_melt446448988_velocity193573341,89ee481b91ba7aa228e2a323dfbc08573ba4404ce1df28869f50a96ef6f96e39,5b5d762d6cd4a741a990cbcaca282502fba5c06ec1a664709358b47c89092b3a,d17988c3b1a3ad889ce7386a4beb46e9e29583541a0d053a2730eaa3e0000cf5,
922,independent_melt_638959948,Lee2003 Al 2NN-MEAM,450.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_038_T450_optimization_melt638959948_velocity822677166,29283d3ac17c54b72954d7af34fe4dcf2fa8b409c713c725b19e951d73e2b2ed,5a88e036cc2eb72902f925702df0dd24388ce792d54b2d825686a1a8464ca4ac,2b65e9086fef5cb81035f0d60d26dcce0d32d1889deea7494f6db63d32e8c3aa,
923,independent_melt_23525568,Lee2003 Al 2NN-MEAM,450.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_039_T450_optimization_melt23525568_velocity812611706,7c632f6dbb415a0d12e560d3367db7cec172a135e346d9f34a2f0400e6f1da08,9417a4c446d56cfc9e3c4ee5d1b1bb1519915932563212ab85328e582cd39475,347fa46a6c4c90aa83e288c1894510a59425f63dd241aa95610dc1d2b6445afc,
924,independent_melt_493123960,Lee2003 Al 2NN-MEAM,450.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_040_T450_optimization_melt493123960_velocity804501965,94a845fdcd42f532085b3630a957eff211960864315068fa40506334b42ed77f,649fc9f82d6a100eead8e507a21f88c882f8dcc1d1868aa2f578f923ef5641ec,af39066b09ba74a505e01d8cd7072c7cf9766cd8385937f1d9af99863b80a00f,
925,independent_melt_866573682,Lee2003 Al 2NN-MEAM,450.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_041_T450_optimization_melt866573682_velocity843018984,a10ffb0c141d1a87a4e88548340909c0dd6df867465fda9bfb58969b3dbf5973,7fba6759d9ae873ad2d4101d620c7c1e2b3767aee170d599c582fbdc7305c22f,6f2d7544cc974ba76c8f21d24046282b48ed50eb2bd1dbd1f19e33bd529f2c6b,
926,independent_melt_580598490,Lee2003 Al 2NN-MEAM,450.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_042_T450_optimization_melt580598490_velocity835634312,a695ea517fb7f839794bccc077d5e8777bcf85ff38c380f2174183e81459f633,ce0685d80436173cda25021c98c9f89aeffb9be89c714a1e4190d047bd699c85,79af035670dfe1e4828bbd800e78bc1a84a97e1a97d9c37b464ef5e3611f6ad4,
927,independent_melt_794706897,Lee2003 Al 2NN-MEAM,450.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_043_T450_optimization_melt794706897_velocity278036054,08ec72d4e4b00c12bf839d5e0621293da454f0220a86f7e43f2c4f82cdbffc81,2eb5852aa51935c6251e447b4998b22cce4282b6a6d61d684853fe9737be2b17,ad2a5452d6c965990958c7a25614a515f3f85d5e461c5412e92fe5f4e8a41f31,
928,independent_melt_622811055,Lee2003 Al 2NN-MEAM,450.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_044_T450_optimization_melt622811055_velocity137810049,80f01e0c808064883ab9a8bda0e35dd75ee7fa76ddab9ae1dd44d748129de6d6,0d11dc1e1dff7873f5f8937e1674ba2ed134ee59b5c3c02796b76638350aefb3,c7171225b7399f2ee3be19bacde02a0a216991092e278f307b91899e89e3ea9d,
929,independent_melt_15458297,Lee2003 Al 2NN-MEAM,450.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_045_T450_optimization_melt15458297_velocity246688848,6165879eb63f2f7c2ef03de4cdc20b51975c3366bed8857a5980b788101a8bae,90943f36dadc6ed6244330f16ce178181f4d06a1b8abd4af73a4c457ae82bd5a,cf3fc7a7d2e1ad7bdda36f34a70635d521c330c64edb4f637ad2d262695aa783,
930,independent_melt_889862759,Lee2003 Al 2NN-MEAM,450.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_046_T450_optimization_melt889862759_velocity754724404,52a82c37b9cb7b7f26c86186104da02a557339ddef774ee1f9d9252f7996fe14,01465344381abdede9209933bfdf550f74816d9774dd64f8ac21cb8be2e04954,bc1605166262df04dd0a4d8c26e86904257a5b0c870cf56ce0168633b10a20ba,
931,independent_melt_630014638,Lee2003 Al 2NN-MEAM,450.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_047_T450_optimization_melt630014638_velocity275547778,18932a621b1bdd4cc26d098bca2ebdaae09cd9180f0de0fd0ec5a368b702550d,ebb763783b70f09a00920e343269cf805fa5f16db0a729129c59fc4b8cbb72ee,df1de3e17724411cd9359da20c5f4a2031c3bc0927fccdeb17366d5d3a460325,
932,independent_melt_419716698,Lee2003 Al 2NN-MEAM,450.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,calibration,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_048_T450_model_selection_melt419716698_velocity479904344,4fcd0e2d8a71d638ffd33f943b1019bfb498ac259820e7a0fe46d1de7e10274f,1a9c9e5e153f7c28e57b255ff9df370ca2a7ce0e6050877359b120b1d251a3b6,3a8a61d742c604a559e8465d986894e7cc28aaebf11aa302bcb28de7a657acfb,
933,independent_melt_584489287,Lee2003 Al 2NN-MEAM,450.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,calibration,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_049_T450_model_selection_melt584489287_velocity528741555,a316b1e1231772aa1dfa83801734fafbc69b2dbad272d39f6820587237c461ed,f0995af61902455a473f04f1f273ad52bbabadd56d0c0c44c097e28bfa3ee509,4a7cdcdf79f9f208806d3970468fa606e807fb3242bd5617c4f1dceff7bdc3f7,
934,independent_melt_726819917,Lee2003 Al 2NN-MEAM,450.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,calibration,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_050_T450_model_selection_melt726819917_velocity90250693,1d4994c12c1c66351b0a395c97fbd613683c277d7fff85774b0f5125a461bc5f,2ef5b2d40c866e99631e8270aae103b19bebf7be2347220f7e3cf245d723f12b,0b8b55f13d3a0854534ab1fa6e4a47bbcec1354d87e598ccf7e818d08624a329,
935,independent_melt_468207512,Lee2003 Al 2NN-MEAM,450.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,selection,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_051_T450_model_selection_melt468207512_velocity4004358,3bb0922801bc2eca9f3595d2637a02db020793c4a13b66e853ef4042fb52230b,509317754f4ee1778dbd2064f2af3e27468dae2fe83a1e3df88d88105fd556cc,0e534de42622b6ff0bd7f444f9527b422f5ced62b436c797efef4e7ad6e0d3d5,
936,independent_melt_708791158,Lee2003 Al 2NN-MEAM,450.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,selection,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_052_T450_model_selection_melt708791158_velocity451670565,f6607f21e49e4f323579b7ebb6e2095ed6ef012e1b63f69b87c82d2cc2bddb30,9d2bf4b2570ef85a4e0c10bf4c6502b5e98c30f2a54ddffdaf699308adc72e23,004595d7b40a1bfd80c448295fe917a7ab70f0242f9df402affa9b92f12b40ef,
937,independent_melt_856510393,Lee2003 Al 2NN-MEAM,450.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,selection,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_053_T450_model_selection_melt856510393_velocity760212685,271642abcf3c0342d8cf60952778afcf477ad4040a62aaa99616b6921ba76234,26c1376ef21a005fcd2e98dc61706f3a7b86d03877c85127d72e0042b2be864d,afa38afd3d99fe51a49d4ac2d3801183096bd4506c9f02997df3d22c2ca4a7c9,
938,independent_melt_60861487,Lee2003 Al 2NN-MEAM,450.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,test,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_054_T450_final_validation_melt60861487_velocity16114127,fd0f05cc6db4e1e34af85a6b16abd9104a69fe12c43fa30ea85ce26b519cc609,09fd4c669fa20f5c87d2438ac0d96deaeee5a17ac4491029ec4e7dedf138d6ff,e4344f898017d9c519472ad669f5d59683e58760243c60809638fb1853719fd9,
939,independent_melt_871840956,Lee2003 Al 2NN-MEAM,450.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,test,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_055_T450_final_validation_melt871840956_velocity879602122,925f1d255d0ed143a88b9a22729b3cc619e437c4b3063b40f0dc3efc9701f5b1,a0dcc19c25557b8a9bcf3400886518974fcb6f7408563b6aff3b729271901dcc,37979da9963d87f5fbc3e831bd5571b2f128156321a202d2c1f10783cbca0831,
940,independent_melt_301149348,Lee2003 Al 2NN-MEAM,450.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,test,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_056_T450_final_validation_melt301149348_velocity181016004,f77c4d942bc7121fbf6e2df1988ffd11b9f34d972051ea489da9df0dc50cdc63,8e6eaab2fcfec7e22a20fc4d92a48ec9344f2c6bb15be5b0d63ceb02f68ae8ea,92ad29e30caeee68119e57441960294f7fd8da85afb0ebe6cfe7e4a450d38858,
941,independent_melt_427983136,Lee2003 Al 2NN-MEAM,450.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,test,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_057_T450_final_validation_melt427983136_velocity866396535,16ba0939a2e3d53a32294c0232f46da4a6108e9625fe2550b552a8f7937db903,39ac4562449b0b690fd7934d625921a89a0d67f3f553cc5f9991599a962ff95a,2a9d2f15eaf59191ebf72c87dae48fdb9f653ba1483d6835e2cb30439f4bf404,
942,independent_melt_814816357,Lee2003 Al 2NN-MEAM,450.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,test,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_058_T450_final_validation_melt814816357_velocity758662668,31b2ebb364888a5e0b8093575be5203768725541b56de36b81c3bc720c75cb49,7d1d7bb9814f5188c6df197bbc2eb26505d559c624116f40a4daf66c939f36c7,acee03204212f868b880a8a47071ab9594427bb99e70876c8469ccb24ed97298,
943,independent_melt_825401364,Lee2003 Al 2NN-MEAM,450.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,test,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_059_T450_final_validation_melt825401364_velocity286175108,78ace8a1dfe2665bec1a90ec1f36d01b11a4193447e2ecf1c640914650ea045d,73db195c264802ae5f99000dc333482d2c1273226941adc55b635139cc94e938,503e51155b92fdd2de7daa7ef4e623fc1e908b5459ccaa9b20186b00dce3c534,
944,independent_melt_372484460,Lee2003 Al 2NN-MEAM,500.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_060_T500_optimization_melt372484460_velocity806298452,7c0f8f281534e2ad33707a9e994ae93e62f28e7f7d9666c8c8ea57cfa8dbe2bd,06ff0a9e1cf9a09250569bf6e036c960eaa045e372daf6711d31714af9d37100,08cc55570fe4b09c9a111020c77a241fad2f87cb3201b935a83a8b1633f55634,
945,independent_melt_505713304,Lee2003 Al 2NN-MEAM,500.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_061_T500_optimization_melt505713304_velocity373487202,8af2b90ffbe62543dfc26297871961fc412924083ea4e149cc909a5107faa0bc,c7cb37e1740920ea374c76f63df270f86cc9db2a213b52cde0f9068dea798033,569cf0781a1466347ed10341023dfe10774ae4a8c2f814284ad99d640c90aad0,
